"concept_id"	"concept_name"	"domain_id"	"vocabulary_id"	"concept_class_id"	"standard_concept"	"concept_code"	"valid_start_date"	"valid_end_date"	"invalid_reason"
19038562	"palifermin"	"Drug"	"RxNorm"	"Ingredient"	"S"	196319	"2005-12-04"	"2099-12-31"	NULL
19044727	"vitamin K1"	"Drug"	"RxNorm"	"Ingredient"	"S"	8308	"1970-01-01"	"2099-12-31"	NULL
19045045	"ergocalciferol"	"Drug"	"RxNorm"	"Ingredient"	"S"	4018	"1970-01-01"	"2099-12-31"	NULL
19051642	"denileukin diftitox"	"Drug"	"RxNorm"	"Ingredient"	"S"	214470	"1970-01-01"	"2099-12-31"	NULL
19052638	"cobalamins"	"Drug"	"RxNorm"	"Ingredient"	"S"	42604	"1970-01-01"	"2099-12-31"	NULL
19054821	"clofarabine"	"Drug"	"RxNorm"	"Ingredient"	"S"	44151	"2005-07-24"	"2099-12-31"	NULL
19054825	"cladribine"	"Drug"	"RxNorm"	"Ingredient"	"S"	44157	"1970-01-01"	"2099-12-31"	NULL
19054997	"iodine-131-tositumomab"	"Drug"	"RxNorm"	"Ingredient"	"S"	234449	"2008-06-29"	"2099-12-31"	NULL
19058410	"degarelix"	"Drug"	"RxNorm"	"Ingredient"	"S"	475230	"2009-01-04"	"2099-12-31"	NULL
19058572	"calcium citrate"	"Drug"	"RxNorm"	"Ingredient"	"S"	47613	"1970-01-01"	"2099-12-31"	NULL
19068830	"ibritumomab tiuxetan"	"Drug"	"RxNorm"	"Ingredient"	"S"	262323	"1970-01-01"	"2099-12-31"	NULL
19068894	"tositumomab"	"Drug"	"RxNorm"	"Ingredient"	"S"	263010	"2008-06-29"	"2099-12-31"	NULL
19069046	"omacetaxine mepesuccinate"	"Drug"	"RxNorm"	"Ingredient"	"S"	27100	"1970-01-01"	"2099-12-31"	NULL
19069873	"sodium iodide"	"Drug"	"RxNorm"	"Ingredient"	"S"	9884	"1970-01-01"	"2099-12-31"	NULL
19073699	"hyaluronidase"	"Drug"	"RxNorm"	"Ingredient"	"S"	5464	"1970-01-01"	"2099-12-31"	NULL
19077143	"17-alpha-hydroxyprogesterone"	"Drug"	"RxNorm"	"Ingredient"	"S"	5542	"1970-01-01"	"2099-12-31"	NULL
19078097	"idarubicin"	"Drug"	"RxNorm"	"Ingredient"	"S"	5650	"1970-01-01"	"2099-12-31"	NULL
19078187	"ifosfamide"	"Drug"	"RxNorm"	"Ingredient"	"S"	5657	"1970-01-01"	"2099-12-31"	NULL
19080458	"eculizumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	591781	"2007-04-29"	"2099-12-31"	NULL
19086176	"BCG, live, Tice strain"	"Drug"	"RxNorm"	"Ingredient"	"S"	221050	"1970-01-01"	"2099-12-31"	NULL
19089602	"dihematoporphyrin ether"	"Drug"	"RxNorm"	"Ingredient"	"S"	23066	"1970-01-01"	"2099-12-31"	NULL
19092845	"temsirolimus"	"Drug"	"RxNorm"	"Ingredient"	"S"	657797	"2007-07-29"	"2099-12-31"	NULL
19095164	"cholecalciferol"	"Drug"	"RxNorm"	"Ingredient"	"S"	2418	"1970-01-01"	"2099-12-31"	NULL
19100985	"panitumumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	263034	"2007-01-28"	"2099-12-31"	NULL
19117912	"immunoglobulin G"	"Drug"	"RxNorm"	"Ingredient"	"S"	5666	"1970-01-01"	"2099-12-31"	NULL
19132890	"strontium-89"	"Drug"	"RxNorm"	"Ingredient"	"S"	81638	"1970-01-01"	"2099-12-31"	NULL
19136207	"lymphocyte immune globulin, anti-thymocyte globulin"	"Drug"	"RxNorm"	"Ingredient"	"S"	1011	"1970-01-01"	"2099-12-31"	NULL
19136210	"streptozocin"	"Drug"	"RxNorm"	"Ingredient"	"S"	10114	"1970-01-01"	"2099-12-31"	NULL
19136750	"teniposide"	"Drug"	"RxNorm"	"Ingredient"	"S"	10362	"1970-01-01"	"2099-12-31"	NULL
19137042	"thalidomide"	"Drug"	"RxNorm"	"Ingredient"	"S"	10432	"1970-01-01"	"2099-12-31"	NULL
19137385	"thiotepa"	"Drug"	"RxNorm"	"Ingredient"	"S"	10473	"1970-01-01"	"2099-12-31"	NULL
35200202	"mogamulizumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	2054068	"2018-12-03"	"2099-12-31"	NULL
35200763	"duvelisib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2058509	"2018-12-03"	"2099-12-31"	NULL
35200783	"cemiplimab"	"Drug"	"RxNorm"	"Ingredient"	"S"	2058826	"2018-12-03"	"2099-12-31"	NULL
35200803	"dacomitinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2058849	"2018-12-03"	"2099-12-31"	NULL
35200995	"moxetumomab pasudotox"	"Drug"	"RxNorm"	"Ingredient"	"S"	2099295	"2018-12-03"	"2099-12-31"	NULL
35201068	"talazoparib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2099704	"2018-12-03"	"2099-12-31"	NULL
35201733	"lorlatinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2103164	"2018-12-03"	"2099-12-31"	NULL
35602757	"tipiracil"	"Drug"	"RxNorm"	"Ingredient"	"S"	1670304	"2016-05-02"	"2099-12-31"	NULL
35603017	"trabectedin"	"Drug"	"RxNorm"	"Ingredient"	"S"	1716278	"2016-05-02"	"2099-12-31"	NULL
35604032	"elotuzumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1726104	"2016-05-02"	"2099-12-31"	NULL
35604205	"venetoclax"	"Drug"	"RxNorm"	"Ingredient"	"S"	1747556	"2016-05-02"	"2099-12-31"	NULL
35604657	"alectinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1727455	"2016-05-02"	"2099-12-31"	NULL
35605522	"osimertinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1721560	"2016-05-02"	"2099-12-31"	NULL
35605594	"fosaprepitant"	"Drug"	"RxNorm"	"Ingredient"	"S"	1731071	"2016-05-02"	"2099-12-31"	NULL
35605744	"daratumumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1721947	"2016-05-02"	"2099-12-31"	NULL
35605804	"cobimetinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1722365	"2016-05-02"	"2099-12-31"	NULL
35606214	"ixazomib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1723735	"2016-05-02"	"2099-12-31"	NULL
35606215	"necitumumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1723738	"2016-05-02"	"2099-12-31"	NULL
37002368	"tafasitamab"	"Drug"	"RxNorm"	"Ingredient"	"S"	2387211	"2021-01-04"	"2099-12-31"	NULL
37002369	"brexucabtagene autoleucel"	"Drug"	"RxNorm"	"Ingredient"	"S"	2387277	"2021-01-04"	"2099-12-31"	NULL
37002419	"belantamab mafodotin"	"Drug"	"RxNorm"	"Ingredient"	"S"	2387834	"2021-01-04"	"2099-12-31"	NULL
37002765	"pralsetinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2394936	"2021-01-04"	"2099-12-31"	NULL
37496447	"entrectinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2197862	"2020-05-04"	"2099-12-31"	NULL
37497691	"zanubrutinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2262435	"2020-05-04"	"2099-12-31"	NULL
37498261	"enfortumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	2268307	"2020-05-04"	"2099-12-31"	NULL
37498468	"avapritinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2272107	"2020-05-04"	"2099-12-31"	NULL
37498602	"tazemetostat"	"Drug"	"RxNorm"	"Ingredient"	"S"	2274378	"2020-05-04"	"2099-12-31"	NULL
37498969	"isatuximab"	"Drug"	"RxNorm"	"Ingredient"	"S"	2282018	"2020-05-04"	"2099-12-31"	NULL
37499520	"selumetinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2289380	"2020-05-04"	"2099-12-31"	NULL
37499576	"pemigatinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2359268	"2020-05-04"	"2099-12-31"	NULL
40163731	"ferumoxytol"	"Drug"	"RxNorm"	"Ingredient"	"S"	473387	"2009-08-02"	"2099-12-31"	NULL
40166461	"pralatrexate"	"Drug"	"RxNorm"	"Ingredient"	"S"	662019	"2009-10-04"	"2099-12-31"	NULL
40167554	"pazopanib"	"Drug"	"RxNorm"	"Ingredient"	"S"	714438	"2009-11-01"	"2099-12-31"	NULL
40167582	"ofatumumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	712566	"2009-11-01"	"2099-12-31"	NULL
40168303	"levoleucovorin"	"Drug"	"RxNorm"	"Ingredient"	"S"	877015	"2009-12-06"	"2099-12-31"	NULL
40168385	"romidepsin"	"Drug"	"RxNorm"	"Ingredient"	"S"	877510	"2009-12-06"	"2099-12-31"	NULL
40222431	"cabazitaxel"	"Drug"	"RxNorm"	"Ingredient"	"S"	996051	"2010-07-04"	"2099-12-31"	NULL
40222444	"denosumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	993449	"2010-07-04"	"2099-12-31"	NULL
40224095	"sipuleucel-T"	"Drug"	"RxNorm"	"Ingredient"	"S"	997261	"2010-08-01"	"2099-12-31"	NULL
40230712	"eribulin"	"Drug"	"RxNorm"	"Ingredient"	"S"	1045453	"2010-12-05"	"2099-12-31"	NULL
40238052	"vandetanib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1098413	"2011-05-01"	"2099-12-31"	NULL
40238188	"ipilimumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1094833	"2011-05-01"	"2099-12-31"	NULL
40239056	"abiraterone"	"Drug"	"RxNorm"	"Ingredient"	"S"	1100072	"2011-06-05"	"2099-12-31"	NULL
40241937	"vemurafenib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1147220	"2011-09-04"	"2099-12-31"	NULL
40241969	"brentuximab vedotin"	"Drug"	"RxNorm"	"Ingredient"	"S"	1147320	"2011-09-04"	"2099-12-31"	NULL
40242675	"crizotinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1148495	"2011-10-02"	"2099-12-31"	NULL
40244266	"aflibercept"	"Drug"	"RxNorm"	"Ingredient"	"S"	1232150	"2011-12-04"	"2099-12-31"	NULL
40244464	"ruxolitinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1193326	"2011-12-04"	"2099-12-31"	NULL
42629079	"atezolizumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1792776	"2016-06-06"	"2099-12-31"	NULL
42709319	"glucarpidase"	"Drug"	"RxNorm"	"Ingredient"	"S"	1242127	"2012-05-07"	"2099-12-31"	NULL
42709321	"vismodegib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1242987	"2012-05-07"	"2099-12-31"	NULL
42709322	"axitinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1242999	"2012-05-07"	"2099-12-31"	NULL
42799711	"gemtuzumab ozogamicin"	"Drug"	"RxNorm"	"Ingredient"	"S"	1294580	"2012-06-04"	"2099-12-31"	NULL
42801287	"pertuzumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1298944	"2012-07-02"	"2099-12-31"	NULL
42873638	"carfilzomib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1302966	"2012-08-06"	"2099-12-31"	NULL
42900250	"enzalutamide"	"Drug"	"RxNorm"	"Ingredient"	"S"	1307298	"2012-10-01"	"2099-12-31"	NULL
42900259	"cyclomethicone"	"Drug"	"RxNorm"	"Ingredient"	"S"	1307080	"2012-10-01"	"2099-12-31"	NULL
42900401	"bosutinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1307619	"2012-10-01"	"2099-12-31"	NULL
42903460	"regorafenib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1312397	"2012-12-03"	"2099-12-31"	NULL
42903942	"herpesvirus 1, human"	"Drug"	"RxNorm"	"Ingredient"	"S"	1316105	"2012-12-03"	"2099-12-31"	NULL
43012292	"cabozantinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1363268	"2013-01-07"	"2099-12-31"	NULL
43012316	"dimethicone 350"	"Drug"	"RxNorm"	"Ingredient"	"S"	1363569	"2013-01-07"	"2099-12-31"	NULL
43013080	"dimethicone 20"	"Drug"	"RxNorm"	"Ingredient"	"S"	1366227	"2013-02-04"	"2099-12-31"	NULL
43013182	"ponatinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1364347	"2013-02-04"	"2099-12-31"	NULL
43014237	"pomalidomide"	"Drug"	"RxNorm"	"Ingredient"	"S"	1369713	"2013-03-04"	"2099-12-31"	NULL
43531848	"dimethicone 1000"	"Drug"	"RxNorm"	"Ingredient"	"S"	1426417	"2013-07-01"	"2099-12-31"	NULL
43532299	"dabrafenib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1424911	"2013-07-01"	"2099-12-31"	NULL
43532326	"dimethicone 200"	"Drug"	"RxNorm"	"Ingredient"	"S"	1426664	"2013-07-01"	"2099-12-31"	NULL
43532497	"trametinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1425099	"2013-07-01"	"2099-12-31"	NULL
43533090	"afatinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1430438	"2013-08-05"	"2099-12-31"	NULL
43560392	"ferric carboxymaltose"	"Drug"	"RxNorm"	"Ingredient"	"S"	1433693	"2013-09-03"	"2099-12-31"	NULL
44507676	"obinutuzumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	974779	"2013-12-02"	"2099-12-31"	NULL
44507848	"ibrutinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1442981	"2013-12-02"	"2099-12-31"	NULL
44816340	"lutetium"	"Drug"	"RxNorm"	"Ingredient"	"S"	1534772	"2014-05-05"	"2099-12-31"	NULL
44818461	"siltuximab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1535218	"2014-06-02"	"2099-12-31"	NULL
44818466	"ceritinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1535457	"2014-06-02"	"2099-12-31"	NULL
44818489	"ramucirumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1535922	"2014-06-02"	"2099-12-31"	NULL
45775396	"nintedanib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1592737	"2014-12-01"	"2099-12-31"	NULL
45775578	"radium"	"Drug"	"RxNorm"	"Ingredient"	"S"	1546450	"2014-12-01"	"2099-12-31"	NULL
45775965	"pembrolizumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1547545	"2014-12-01"	"2099-12-31"	NULL
45776670	"belinostat"	"Drug"	"RxNorm"	"Ingredient"	"S"	1543543	"2014-12-01"	"2099-12-31"	NULL
45776944	"idelalisib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1544460	"2014-12-01"	"2099-12-31"	NULL
45892075	"palbociclib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1601374	"2015-03-02"	"2099-12-31"	NULL
45892531	"blinatumomab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1597258	"2015-03-02"	"2099-12-31"	NULL
45892579	"olaparib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1597582	"2015-03-02"	"2099-12-31"	NULL
45892628	"nivolumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1597876	"2015-03-02"	"2099-12-31"	NULL
46221433	"lenvatinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1603296	"2015-05-04"	"2099-12-31"	NULL
46221435	"panobinostat"	"Drug"	"RxNorm"	"Ingredient"	"S"	1603350	"2015-05-04"	"2099-12-31"	NULL
46221699	"dinutuximab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1606274	"2015-05-04"	"2099-12-31"	NULL
46275491	"sonidegib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1659191	"2015-09-08"	"2099-12-31"	NULL
